ticker,fiscal_year,filing_date,accession_number,source_file,total_net_revenue,net_interest_income,noninterest_revenue,total_noninterest_expense,pre_provision_profit,provision_credit_losses,income_before_tax,net_income,eps_basic,eps_diluted,efficiency_ratio,total_assets,total_liabilities,total_equity,total_loans_gross,allowance_loan_losses,net_loans,total_deposits,long_term_debt,short_term_borrowings,trading_assets,investment_securities_afs,investment_securities_htm,cash_due_from_banks,tier1_capital,tier1_capital_ratio,total_capital_ratio,tier1_leverage_ratio,cet1_ratio,rwa,tbvps,bvps,roe,roa,rotce,nim,net_charge_offs,net_charge_off_rate,npl,npa,npl_ratio,allowance_coverage_ratio,derivatives_notional,level1_assets,level2_assets,level3_assets,level3_pct_assets,var_value
COF,2009,2010-02-26,0001193125-10-043152,2010-02-26_0001193125-10-043152.htm,12983.267,7697.1,,,,4230.111,1336.1,883.8,,,56.21,169622.5,143056.953,,451.697,4127.4,,115809.1,,1057.0,,,,3475932.0,,,,3.0,,,,,3.71,0.58,,5.3,4567.634,4.58,1546.958,,,266.8075022075583,,,,,,
COF,2010,2011-03-01,0001140361-11-012916,2011-03-01_0001140361-11-012916.htm,16171.0,12457.0,,,,,510.0,2743.0,452.0,456.0,49.06,197503.0,175173.0,,125947.0,5628.0,,122210.0,2827.0,7.0,,9963.0,,5249.0,,11.63,,,,127043.0,,58.62,12.23,1.52,,7.09,6651.0,5.18,326.0,,,1726.3803680981596,,,,,,
COF,2011,2012-02-29,0001193125-12-086138,2012-02-29_0001193125-12-086138.htm,16279.0,12741.0,,,,,1129.0,3147.0,,,57.33,199718.0,171139.0,,135892.0,4250.0,,126694.0,2438.0,7299.0,,8762.0,,1926.0,,12.0,,,,155657.0,,64.51,,1.63,,7.27,3771.0,2.94,189.0,,,2248.677248677249,,,,,,
COF,2012,2013-02-28,0001193125-13-084249,2013-02-28_0001193125-13-084249.htm,21396.0,16589.0,,,,4415.0,3.0,3517.0,,,55.83,286602.0,249275.0,,205889.0,5156.0,,203055.0,16.0,21148.0,,,,4573.0,,11.3,,,,223472.0,,69.56,,1.3,,6.5,3555.0,1.89,226.0,,,2281.4159292035397,,,,,,
COF,2013,2014-02-27,0001193125-14-073467,2014-02-27_0001193125-14-073467.htm,22384.0,18106.0,,,,3453.0,5631.0,4159.0,,,55.91,297284.0,255709.0,,197199.0,4315.0,,209045.0,6286.0,13662.0,,34.0,29.0,2461.0,,12.61,,,,224671.0,,72.89,10.61,1.48,17.44,6.8,3934.0,2.04,273.0,,,1580.5860805860807,,,,,,
COF,2014,2015-02-24,0000927628-15-000026,2015-02-24_0000927628-15-000026.htm,22290.0,17818.0,,,,3541.0,3327.0,4428.0,,,54.64,298300.0,254032.0,44268.0,111.0,4383.0,,205675.0,4151.0,10466.0,,,,2994.0,,12.46,15.14,10.77,4.5,236944.0,,81.41,10.08,1.48,15.79,6.67,3414.0,3.46,322.0,,,1361.1801242236024,,,,,,
COF,2015,2016-02-25,0000927628-16-000140,2016-02-25_0000927628-16-000140.htm,23413.0,18834.0,,,,4536.0,217.0,4050.0,,,55.51,313474.0,265761.0,47713.0,88.0,5130.0,,210989.0,19.0,981.0,,,,2970.0,,11.1,14.6,10.6,4.0,265739.0,53.65,89.67,8.51,1.28,12.87,6.66,3695.0,3.36,324.0,,,1583.3333333333335,,,,,,
COF,2016,2017-02-23,0000927628-17-000115,2017-02-23_0000927628-17-000115.htm,25501.0,20873.0,,,,6459.0,3737.0,3751.0,,,53.17,339974.0,291221.0,48753.0,64.0,6503.0,,223714.0,1914.0,11.0,,,,3235.0,,9.9,,5.0,4.0,285756.0,57.76,98.95,7.82,1.11,11.93,6.78,5062.0,4.09,280.0,,,2322.5,,,,,,
COF,2017,2018-02-21,0000927628-18-000107,2018-02-21_0000927628-18-000107.htm,27237.0,22460.0,,,,7551.0,82.0,1982.0,,,52.11,354924.0,305394.0,,58.0,7502.0,,239882.0,1914.0,576.0,,,,3457.0,,10.2,,5.0,4.0,292225.0,60.28,100.37,4.07,0.6,6.16,6.97,6562.0,4.88,153.0,,,4903.267973856209,,,,,,
COF,2018,2019-02-20,0000927628-19-000093,2019-02-20_0000927628-19-000093.htm,28076.0,22875.0,,,,5856.0,2333.0,6015.0,,,53.08,363036.0,312844.0,,2735.0,7220.0,,247117.0,370.0,9402.0,,,,3877.0,,4.0,,5.0,4.0,294950.0,69.2,110.47,12.48,1.66,18.56,6.87,6112.0,4.62,59.0,,,12237.28813559322,,,,,,
COF,2019,2020-02-20,0000927628-20-000102,2020-02-20_0000927628-20-000102.htm,28593.0,23340.0,,,,6236.0,2839.0,5546.0,,,54.15,374924.0,319234.0,,4186.0,7208.0,,255065.0,103.0,7314.0,,,,4300.0,,8.0,,3.0,6.5,313155.0,83.72,127.05,10.16,1.48,14.37,6.83,6252.0,2.53,1046.0,,,689.1013384321224,,,,,,
COF,2020,2021-02-25,0000927628-21-000094,2021-02-25_0000927628-21-000094.htm,17599.0,22913.0,,,,6979.0,2519.0,2566.0,,,,421602.0,352986.0,,2727.0,15564.0,,305442.0,75.0,668.0,,,,4839.0,,6.0,,4.0,6.5,297903.0,,,,,,6.06,-4818.0,2.06,1040.0,,,1496.5384615384614,,,,,,
COF,2021,2022-02-25,0000927628-22-000106,2022-02-25_0000927628-22-000106.htm,18880.0,24171.0,,,,6979.0,13668.0,12390.0,,,,424521.0,361965.0,,4298.0,-13354.0,,310980.0,53.0,820.0,,,,5281.0,,6.0,,4.0,6.5,332673.0,,,,,,6.21,-4002.0,0.88,1141.0,,,-1170.3768624014024,,,,,,
COF,2022,2023-02-24,0000927628-23-000117,2023-02-24_0000927628-23-000117.htm,34250.0,27114.0,,,,4020.0,3929.0,7360.0,,,44.22,440538.0,385413.0,,6265.0,-11620.0,,332992.0,33.0,883.0,,,,5054.0,,6.0,,4.0,6.5,357920.0,,,,,,6.67,-1820.0,1.36,1405.0,,,-827.0462633451958,,,,,,
COF,2023,2024-02-23,0000927628-24-000094,2024-02-23_0000927628-24-000094.htm,25669.0,29241.0,,,,4020.0,2877.0,4582.0,,,44.33,467807.0,412612.0,,34866.0,-14290.0,,348413.0,49318.0,538.0,,,,3869.0,,6.0,,4.0,6.5,369206.0,99.78,99.78,,,13.04,6.63,-2833.0,2.7,1590.0,,,-898.74213836478,,,,,,
COF,2024,2025-02-20,0000927628-25-000092,2025-02-20_0000927628-25-000092.htm,39112.0,31208.0,,,,8268.0,963.0,4750.0,,,43.27,480451.0,420652.0,,36036.0,-15968.0,,362707.0,44989.0,562.0,,,,3793.0,,6.0,,4.0,6.5,377145.0,106.97,,,,11.18,6.88,-6164.0,3.39,2060.0,,,-775.1456310679612,,,,,,
COF,2025,2026-02-19,0000927628-26-000024,2026-02-19_0000927628-26-000024.htm,39560.0,42878.0,,,,9867.0,6692.0,2453.0,,,,597536.0,502994.0,,60740.0,-20800.0,,475771.0,1059.0,1087.0,,,,4588.0,,6.0,,4.0,6.5,511794.0,107.72,,,,3.16,7.84,-8634.0,3.3,1934.0,,,-1075.4912099276112,,,,,,
GS,1999,2000-02-14,0000950123-00-001143,2000-02-14_0000950123-00-001143.html,25363.0,,,,,,,,,5.27,,,,,,,,,20952.0,32286.0,,,,1.0,,,,,,,,20.94,,,,,,,,,,,,,,,,
GS,2002,2003-02-27,0000950123-03-002099,2003-02-27_0000950123-03-002099.htm,,,,,,,,,,,,,,,,,,,35001.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
GS,2003,2004-02-24,0000950123-04-002239,2004-02-24_0000950123-04-002239.htm,,,,,,,,,,,,,,,,,,,37870.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
GS,2004,2005-02-08,0000950123-05-001271,2005-02-08_0000950123-05-001271.htm,3374.0,,,,,,,,,8.92,,531379.0,506300.0,,8900.0,,,,17617.0,70.0,,,,4365.0,,,,,,,40.91,50.77,,,,,,,,,,,,,,,,
GS,2005,2006-02-07,0000950123-06-001208,2006-02-07_0000950123-06-001208.htm,3671.0,,,,,,,,,11.21,,706804.0,678802.0,,13843.0,,,,16751.0,77.0,,,,10261.0,,,,,,,45.72,57.02,,,,,,,,,,,,,,,,
GS,2006,2007-02-06,0000950123-07-001332,2007-02-06_0000950123-07-001332.htm,5629.0,,,,,,,,,19.69,,838201.0,802415.0,,,,,,138.0,138.0,,10.0,,6293.0,,,,,,,61.47,72.62,,,,,,,,,,,,,,,,
GS,2007,2008-01-29,0000950123-08-000857,2008-01-29_0000950123-08-000857.htm,7555.0,,,,,,,,,24.73,,1119796.0,1076996.0,,49154.0,,,,141.0,140.0,,12.0,,11882.0,,,,,,,78.88,90.43,,,,,,,,,,,,,,69151.0,6.175321219222073,
GS,2008,2009-01-27,0000950123-09-001278,2009-01-27_0000950123-09-001278.htm,5185.0,4276.0,,,,,,0.2,,4.47,,884547.0,820178.0,,21839.0,,,26455.0,170.0,169.0,13150.0,55.0,,15740.0,,6.0,18.9,3.0,,400376.0,88.0,98.68,,,,,,,,,,,,,,66190.0,7.4829262888235455,
GS,2009,2010-03-01,0000950123-10-018464,2010-03-01_0000950123-10-018464.htm,4797.0,7407.0,,,,,,,,,,848942.0,778228.0,,19345.0,,,41076.0,175.0,174.0,1610.0,97.0,,38291.0,,15.0,18.2,7.6,,431890.0,108.42,117.48,,,,,,,,,,,,,,46475.0,5.474461152823161,
GS,2010,2011-03-01,0000950123-11-020067,2011-03-01_0000950123-11-020067.htm,4810.0,5503.0,,,,,,,,,,911332.0,833976.0,,18039.0,,,38011.0,157.0,156.0,,26.0,,39788.0,,16.0,19.1,8.0,,444290.0,118.63,128.72,13.1,,,,,,,,,,,,,45377.0,4.979195287776573,
GS,2011,2012-02-28,0001193125-12-085822,2012-02-28_0001193125-12-085822.htm,4355.0,5192.0,,,,,,,,4.51,,923225.0,852846.0,,19745.0,,,40266.0,173545.0,3780.0,,30.0,,56008.0,,13.8,16.9,7.0,,457027.0,119.72,130.31,5.9,,,,,,,,,,,,,,,
GS,2012,2013-03-01,0001193125-13-085474,2013-03-01_0001193125-13-085474.htm,4926.0,3880.0,,,,,,,,14.13,,938555.0,862839.0,,22407.0,,,56399.0,167305.0,178.0,,244.0,,72669.0,,16.7,20.1,7.3,,399928.0,134.06,144.67,5.9,,,,,,,,,,,,,,,
GS,2013,2014-02-28,0001193125-14-073792,2014-02-28_0001193125-14-073792.htm,6004.0,3392.0,,,,,,,,15.46,,911507.0,833040.0,,17400.0,,,69707.0,160965.0,190.0,,327.0,,61133.0,,16.7,19.9,8.1,9.8,433226.0,143.11,152.48,5.9,,,,,,,,,,,,,,,13425.0
GS,2014,2015-02-23,0001193125-15-056785,2015-02-23_0001193125-15-056785.htm,34528.0,4047.0,,,,92.0,,,,17.07,,856240.0,773443.0,,2165.0,228.0,,73286.0,167571.0,180.0,,327.0,,57600.0,,5.5,8.0,4.0,4.0,134935.0,153.79,163.01,11.2,,,,,,,,,,,,,,,10238.0
GS,2015,2016-02-22,0001193125-16-470289,2016-02-22_0001193125-16-470289.htm,33820.0,3064.0,,,,187.0,,,,12.14,,861395.0,774667.0,,1655.0,414.0,,,175422.0,171.0,,,,75105.0,,6.0,8.0,4.0,4.5,,161.64,171.03,7.4,,,,,,,,,,,,,,,12000.0
GS,2016,2017-02-27,0001193125-17-056804,2017-02-27_0001193125-17-056804.htm,30608.0,2587.0,,,,138.0,,,,16.29,,860165.0,773272.0,,1507.0,509.0,,,165.0,164.0,,,,107066.0,,7.375,9.375,4.0,5.875,,172.6,182.47,9.4,,,,,,,,,,,,,1645.0,0.191242377915865,9750.0
GS,2017,2018-02-26,0001193125-18-056383,2018-02-26_0001193125-18-056383.htm,32073.0,2932.0,,,,,,,,9.01,,,834533.0,,2003.0,803.0,,,159.0,159.0,,9.0,,110051.0,,8.5,,8.4,7.0,,170.61,181.0,,,,,,,,,,,,,,1126.0,,7532.0
GS,2018,2019-02-26,0001193125-19-050198,2019-02-26_0001193125-19-050198.htm,36616.0,3767.0,,,,674.0,,,,25.27,,,841611.0,,3795.0,1066.0,,,156.0,155.0,,103.0,,130547.0,,16.1,18.8,4.0,12.0,,196.64,207.36,13.3,,,,337.0,,,,,,,,,1019.0,,7782.0
GS,2019,2020-02-21,0001193125-20-043853,2020-02-21_0001193125-20-043853.htm,36546.0,4362.0,,,,333.0,,,,21.03,,,902703.0,,138.0,1441.0,,,207076.0,48287.0,20737.0,158.0,5825.0,25301.0,,10.8,8.8,4.0,8.8,,205.15,218.52,17.9,,,,490.0,,,,,,,,,191.0,,77.0
GS,2020,2021-02-22,0001193125-21-049380,2021-02-22_0001193125-21-049380.htm,44560.0,4751.0,,,,3098.0,,,,,,,1067096.0,,149.0,3874.0,,,213481.0,52870.0,29493.0,417.0,5301.0,34730.0,,10.0,8.1,8.1,13.6,,222.32,236.15,10.5,,,,615.0,0.6,,,,,,,,203.0,,195.0
GS,2021,2022-02-25,0001193125-22-052682,2022-02-25_0001193125-22-052682.htm,59339.0,6470.0,,,,357.0,,,,,60.0,1463988.0,1354062.0,,155.0,3573.0,,,254092.0,46955.0,20338.0,955.0,4699.0,64437.0,,9.9,8.1,7.3,14.2,,270.91,284.39,64.8,,,,130.0,0.1,,,,,,,,137.0,0.009358000202187449,105.0
GS,2022,2023-02-24,0000886982-23-000003,2023-02-24_0000886982-23-000003.htm,47365.0,7678.0,,,,2715.0,,,,,65.8,1441799.0,1324610.0,,161.0,-1168.0,,,247138.0,60961.0,272788.0,-2126.0,51662.0,167203.0,,10.7,8.7,7.3,15.1,,279.66,303.55,16.4,,,,,0.2,,,,,,,,154.0,0.010681100486267503,158.0
GS,2023,2024-02-23,0000886982-24-000006,2024-02-23_0000886982-24-000006.htm,46254.0,6351.0,,,,1028.0,,,,,74.6,1641594.0,1524689.0,,168.0,-1441.0,,,241877.0,75945.0,435275.0,1245.0,70310.0,168857.0,,12.4,10.1,7.0,14.4,,292.52,313.56,12.1,,,,,0.3,,,,,,,,144.0,0.008771961885825606,142.0
GS,2024,2025-02-27,0000886982-25-000005,2025-02-27_0000886982-25-000005.htm,53512.0,8056.0,,,,1348.0,,,,,63.1,1675972.0,1553976.0,,172.0,-1187.0,,,242634.0,69709.0,508379.0,401.0,78713.0,129687.0,,14.7,11.9,4.0,15.0,,316.02,336.77,14.5,,,,,7.6,,,,,,,,95.0,0.005668352454575613,116.0
GS,2025,2026-02-25,0000886982-26-000091,2026-02-25_0000886982-26-000091.htm,58283.0,13559.0,,,,-1113.0,,,,,64.4,1809320.0,1684348.0,,179.0,-1436.0,,,285500.0,70459.0,610513.0,1075.0,69193.0,131809.0,,14.8,12.0,4.0,14.3,,335.49,357.6,16.4,,,,,6.1,,,,,,,,155.0,0.008566754360754316,14716.0
JPM,1999,2000-03-13,0000950123-00-002204,2000-03-13_0000950123-00-002204.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPM,2002,2003-03-19,0000950123-03-002985,2003-03-19_0000950123-03-002985.htm,29614.0,11526.0,18088.0,22764.0,6850.0,4331.0,2519.0,1663.0,0.81,0.8,64.0,758800.0,716494.0,,23.0,211014.0,,287416.0,7053.0,,2.0,5094.0,85.0,19218.0,,8.2,12.0,5.1,,,,,3.9,0.23,,,1881.0,0.25,4780.0,,,4414.518828451883,,,,,,71.6
JPM,2003,2004-02-18,0000950123-04-002022,2004-02-18_0000950123-04-002022.htm,33256.0,12337.0,20919.0,21688.0,11568.0,1540.0,10028.0,6719.0,3.32,3.24,59.0,770912.0,724758.0,,18514.0,214995.0,,326492.0,6633.0,,252871.0,60422.0,176.0,20268.0,,8.5,11.8,5.6,,,,,16.0,0.95,,,816.0,0.18,3086.0,,,6966.785482825664,,,,,,68.6
JPM,2004,2005-03-02,0000950123-05-002539,2005-03-02_0000950123-05-002539.htm,43097.0,16761.0,26336.0,34359.0,8738.0,2544.0,6194.0,4466.0,1.59,1.55,80.0,1157248.0,1051595.0,,402114.0,1547.0,,182765.0,7.0,9811.0,48703.0,94821.0,110.0,35168.0,,8.7,12.2,6.2,,791373.0,,29.61,6.0,0.46,,,47.0,0.67,242.0,,,639.2561983471074,,,,,,85.0
JPM,2005,2006-03-09,0000950123-06-002875,2006-03-09_0000950123-06-002875.htm,54533.0,19831.0,34702.0,35549.0,18984.0,3483.0,12215.0,8483.0,2.43,2.38,71.0,1198942.0,1091731.0,,419148.0,7490.0,,191415.0,108357.0,9811.0,3845.0,47993.0,77.0,36670.0,,8.5,12.0,6.3,,850643.0,,30.71,8.0,0.72,,,3819.0,0.98,51.0,,,14686.274509803923,,,,,,86.0
JPM,2006,2007-03-01,0000950123-07-003015,2007-03-01_0000950123-07-003015.htm,61437.0,21242.0,40195.0,38281.0,23156.0,3270.0,5903.0,14444.0,,3.82,62.0,1351520.0,1235730.0,,483127.0,1052.0,70837.0,638788.0,133421.0,9811.0,61664.0,91919.0,58.0,40412.0,,8.7,12.3,6.2,,935909.0,,33.45,12.0,1.04,,,338.0,3.33,38.0,,0.05364428194305236,2768.421052631579,,,,,,84.0
JPM,2007,2008-02-29,0001193125-08-043536,2008-02-29_0001193125-08-043536.htm,71372.0,26406.0,44966.0,41703.0,29669.0,6864.0,4563.0,15365.0,,4.38,58.0,1562147.0,1438926.0,,519374.0,1329.0,83437.0,657220.0,183862.0,,121240.0,71941.0,44.0,40144.0,,8.4,12.6,6.0,,1051879.0,,36.59,13.0,1.06,,,1327.0,3.68,100.0,,0.11985090547359084,1329.0,,,,,,107.0
JPM,2008,2009-03-02,0000950123-09-003840,2009-03-02_0000950123-09-003840.htm,67252.0,38779.0,28473.0,43500.0,23752.0,19445.0,1538.0,5605.0,,0.84,65.0,2175052.0,2008168.0,,744898.0,3444.0,59123.0,785807.0,252094.0,,509983.0,118823.0,34.0,26895.0,,10.9,14.8,6.9,,1244659.0,,36.15,2.0,0.21,,,4877.0,2.07,1326.0,,2.242781996854016,259.72850678733033,,,,,,196.0
JPM,2009,2010-02-24,0000950123-10-016029,2010-02-24_0000950123-10-016029.htm,100434.0,51152.0,49282.0,52352.0,48082.0,32015.0,16067.0,11728.0,,2.24,52.0,2031989.0,1866624.0,,633458.0,3756.0,51251.0,882005.0,266318.0,,411128.0,360400.0,25.0,26206.0,,11.1,14.8,6.9,,1198006.0,,39.88,21.0,0.58,7.0,,1904.0,4.73,4236.0,,8.265204581374022,88.6685552407932,,,,,,227.0
JPM,2010,2011-02-28,0000950123-11-019773,2011-02-28_0000950123-11-019773.htm,102694.0,51001.0,51693.0,61196.0,41498.0,16639.0,24859.0,17370.0,,3.96,60.0,2117605.0,1941499.0,,692927.0,1863.0,3645.0,930369.0,247669.0,,489892.0,120401.0,18.0,27567.0,,12.1,15.5,7.0,,1174978.0,,43.04,17.0,0.85,7.0,,735.0,4.23,3770.0,,103.42935528120714,49.41644562334218,,,,,,71.0
JPM,2011,2012-02-29,0000019617-12-000163,2012-02-29_0000019617-12-000163.htm,97234.0,47689.0,49545.0,62911.0,34323.0,7574.0,26749.0,18976.0,,4.48,65.0,2265792.0,2082219.0,,723720.0,28282.0,58365.0,1127806.0,256775.0,,443963.0,124347.0,12.0,59602.0,,12.3,15.4,6.8,,1221198.0,,46.59,11.0,0.86,11.0,,12237.0,1.78,11036.0,,18.908592478368885,256.2703878216745,,,,5200.0,0.22950032483122898,58.0
JPM,2012,2013-02-28,0000019617-13-000221,2013-02-28_0000019617-13-000221.htm,97031.0,44910.0,52121.0,64729.0,32302.0,3385.0,28917.0,21284.0,5.22,5.2,67.0,2359141.0,2155072.0,,733796.0,22604.0,30491.0,1193593.0,249024.0,,450028.0,52893.0,7.0,53723.0,,12.6,15.3,7.1,,1270378.0,38.75,51.27,11.0,0.98,15.0,,9063.0,1.26,11734.0,,38.483486930569676,192.63678200102268,,,,4400.0,0.18650856392220727,45.0
JPM,2013,2014-02-20,0000019617-14-000289,2014-02-20_0000019617-14-000289.htm,96606.0,43319.0,53287.0,70467.0,26139.0,225.0,25914.0,17923.0,4.39,4.35,73.0,2415689.0,2204511.0,,738418.0,16969.0,23721.0,1287765.0,267889.0,,374664.0,49881.0,24026.0,39771.0,,11.9,,7.1,,1590873.0,40.81,53.25,9.0,0.87,14.0,,5802.0,0.81,9706.0,,40.91733063530205,174.83000206058108,,,,3100.0,0.12832777729252398,34.0
JPM,2014,2015-02-24,0000019617-15-000272,2015-02-24_0000019617-15-000272.htm,94205.0,43634.0,50571.0,61274.0,32931.0,3139.0,29792.0,21762.0,5.34,5.29,65.0,2573126.0,2341061.0,,757336.0,14807.0,51749.0,1363427.0,276836.0,,398988.0,40195.0,49252.0,27831.0,,11.6,,7.6,10.2,,44.69,57.07,10.0,0.89,13.0,,4759.0,0.65,7967.0,,15.39546657906433,185.85414836199323,,,,2100.0,0.08161279315509617,30.0
JPM,2015,2016-02-23,0000019617-16-000902,2016-02-23_0000019617-16-000902.htm,93543.0,43510.0,50033.0,59014.0,34529.0,3827.0,30702.0,24442.0,6.05,6.0,63.0,2351698.0,2104125.0,,837299.0,14341.0,108962.0,1279715.0,288651.0,,343839.0,36284.0,49073.0,20490.0,,13.5,12.0,8.5,11.8,1465262.0,48.13,60.46,11.0,0.99,13.0,,4086.0,0.52,7034.0,,6.455461537049613,203.88114870628377,,,,1400.0,0.059531453443426835,35.0
JPM,2016,2017-02-28,0000019617-17-000314,2017-02-28_0000019617-17-000314.htm,95668.0,46083.0,49585.0,55771.0,39897.0,5361.0,34536.0,24733.0,6.24,6.19,58.0,2490972.0,2236782.0,,894765.0,14854.0,80996.0,1375179.0,295245.0,,372130.0,67791.0,12994.0,23873.0,,14.1,12.5,8.4,12.4,1464981.0,51.44,64.06,10.0,1.0,13.0,,4692.0,0.54,7535.0,,9.302928539680972,197.13337757133377,,,,1000.0,0.0401449715211572,36.0
JPM,2017,2018-02-27,0000019617-18-000057,2018-02-27_0000019617-18-000057.htm,99624.0,50097.0,49527.0,58434.0,41190.0,5290.0,35900.0,24441.0,6.35,6.31,59.0,2533600.0,2277907.0,,930697.0,14672.0,61650.0,1443982.0,284080.0,51802.0,381844.0,41432.0,8360.0,25827.0,,13.9,12.2,8.3,12.2,1499506.0,53.56,67.04,10.0,0.96,12.0,,14.0,0.01,6426.0,,10.423357664233576,228.32244008714596,,,,800.0,0.031575623618566466,30.0
JPM,2018,2019-02-26,0000019617-19-000054,2019-02-26_0000019617-19-000054.htm,109029.0,55059.0,53970.0,63394.0,45635.0,4871.0,40764.0,32474.0,9.04,9.0,58.0,2622532.0,2366017.0,,984554.0,14500.0,81586.0,1470666.0,282031.0,69276.0,413714.0,71372.0,31434.0,22324.0,,13.7,12.0,8.1,12.0,1528916.0,56.33,70.35,13.0,1.24,17.0,,4856.0,0.52,5190.0,,6.361385531831441,279.38342967244705,,,,700.0,0.026691762007098482,26.0
JPM,2019,2020-02-25,0000019617-20-000257,2020-02-25_0000019617-20-000257.htm,115627.0,57245.0,58382.0,65497.0,50130.0,5585.0,44545.0,36431.0,10.75,10.72,57.0,2687379.0,2426049.0,,959769.0,14314.0,53697.0,1562431.0,291498.0,40920.0,411103.0,152402.0,47540.0,21704.0,,14.1,12.4,7.9,16.5,1515869.0,60.98,75.98,15.0,1.33,19.0,,5629.0,0.6,4497.0,,8.374769540197777,318.3010896152991,,,,600.0,0.022326586610969274,33.0
JPM,2020,2021-02-23,0000019617-21-000236,2021-02-23_0000019617-21-000236.htm,119543.0,54563.0,64980.0,66656.0,52887.0,17480.0,35407.0,29131.0,8.89,8.88,56.0,3386071.0,3106717.0,,2.95,589999.0,,2144257.0,281685.0,45208.0,503100.0,388178.0,94569.0,24874.0,,15.0,13.1,7.0,17.9,1560609.0,66.11,81.75,12.0,0.91,14.0,,5259.0,0.55,2811.0,,,20988.936321593737,,,,500.0,0.014766376723937566,-67.0
JPM,2021,2022-02-22,0000019617-22-000272,2022-02-22_0000019617-22-000272.htm,121649.0,52311.0,69338.0,71343.0,50306.0,-9256.0,59562.0,48334.0,15.39,15.36,59.0,3743567.0,3449440.0,,1077714.0,672232.0,-91797.0,2347154.0,301005.0,53594.0,433575.0,308525.0,285086.0,26438.0,,15.0,13.1,6.5,18.5,1638900.0,71.53,88.07,19.0,1.3,23.0,,2865.0,0.3,8346.0,,,8054.541097531753,,,,500.0,0.01335624552732728,-49.0
JPM,2022,2023-02-21,0000019617-23-000231,2023-02-21_0000019617-23-000231.htm,128695.0,66710.0,61985.0,76140.0,52555.0,6389.0,46166.0,37676.0,12.1,12.09,59.0,3665743.0,3373411.0,,1135647.0,631162.0,-128968.0,2467915.0,295865.0,44027.0,453799.0,205857.0,425305.0,27697.0,,14.9,13.2,6.6,13.2,1653538.0,73.12,90.29,14.0,0.98,18.0,,2853.0,0.27,7247.0,,,8709.286601352283,,,,0.7,1.9095719476242604e-05,-43.0
JPM,2023,2024-02-16,0000019617-24-000225,2024-02-16_0000019617-24-000225.htm,158104.0,89267.0,68837.0,87172.0,70932.0,9320.0,61612.0,49552.0,16.25,16.23,55.0,3875393.0,3547515.0,,1323706.0,571552.0,-88343.0,2359067.0,391825.0,44712.0,540607.0,201704.0,369848.0,29066.0,,16.6,15.0,7.2,15.0,1671995.0,86.08,104.45,17.0,1.3,21.0,,6209.0,0.52,7597.0,,,7523.3908121626955,,,,1.0,2.580383460464526e-05,-42.0
JPM,2024,2025-02-14,0000019617-25-000270,2025-02-14_0000019617-25-000270.htm,177556.0,92583.0,84973.0,91797.0,85759.0,10678.0,75081.0,58471.0,19.79,19.75,52.0,4002814.0,3658056.0,,1347988.0,681320.0,-83176.0,2386642.0,401418.0,52893.0,637784.0,406852.0,274468.0,23372.0,,16.8,15.7,7.2,15.7,1757460.0,97.3,116.07,18.0,1.43,22.0,,8638.0,0.68,9300.0,,,7326.021505376345,,,,1.0,2.49824248641081e-05,-32.0
